"CaseId","WEIGHT","DV1A","DV1B","DV1C","DV1D","DV2A","DV2B","DV2C","DV2D","DV3A","DV3B","DV3C","DV3D","DV4A","DV4B","DV4C","DV4D","GENDER","AGE4","RACETHNICITY","EDUC5","INCOME4","METRO"
602,0.2769417764,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","SKIPPED ON WEB","SKIPPED ON WEB","SKIPPED ON WEB","No","No","Yes","Yes","Female","30-44","White, non-Hispanic","Bachelor's degree","Less than $30,000","Non-Metro Area"
603,1.1130064383,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Unsure","Yes","Yes","Yes","Male","60+","White, non-Hispanic","Post grad study/professional degree","$30,000 to under $60,000","Metro Area"
604,1.1205250053,"Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","No","No","No","Yes","Yes","Female","60+","White, non-Hispanic","Bachelor's degree","$60,000 to under $100,000","Metro Area"
605,0.3024711442,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Female","30-44","White, non-Hispanic","Some college/ associates degree","$100,000 or more","Non-Metro Area"
606,2.5439467721,"Yes","No","No","Yes","No","No","No","No","No","Unsure","No","No","No","No","Yes","No","Female","60+","Other, non-Hispanic","Less than HS","$30,000 to under $60,000","Metro Area"
607,0.7779575058,"Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Female","45-59","White, non-Hispanic","Some college/ associates degree","$100,000 or more","Metro Area"
608,0.5620072163,"Yes","Unsure","Yes","Yes","Unsure","No","Yes","Yes","Yes","Yes","Yes","No","Unsure","Unsure","Yes","Yes","Female","45-59","White, non-Hispanic","Some college/ associates degree","$30,000 to under $60,000","Non-Metro Area"
609,0.3655637039,"Yes","No","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","Yes","No","Female","60+","White, non-Hispanic","Some college/ associates degree","$60,000 to under $100,000","Metro Area"
610,1.1186095897,"Yes","Yes","Yes","Yes","No","Unsure","Yes","Yes","Unsure","Yes","Unsure","Yes","Yes","Unsure","Yes","Yes","Female","30-44","White, non-Hispanic","Bachelor's degree","$100,000 or more","Metro Area"
611,2.2409749663,"Yes","No","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","Yes","No","Male","45-59","White, non-Hispanic","HS graduate or equivalent","$30,000 to under $60,000","Metro Area"
612,1.4099341717,"Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","No","No","No","Yes","Yes","Yes","Yes","Male","60+","White, non-Hispanic","Bachelor's degree","$100,000 or more","Metro Area"
613,1.1855450709,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","Yes","Yes","Male","30-44","White, non-Hispanic","Some college/ associates degree","Less than $30,000","Non-Metro Area"
614,2.0066168189,"SKIPPED ON WEB","SKIPPED ON WEB","SKIPPED ON WEB","SKIPPED ON WEB","SKIPPED ON WEB","SKIPPED ON WEB","SKIPPED ON WEB","SKIPPED ON WEB","SKIPPED ON WEB","SKIPPED ON WEB","SKIPPED ON WEB","SKIPPED ON WEB","SKIPPED ON WEB","SKIPPED ON WEB","SKIPPED ON WEB","SKIPPED ON WEB","Male","45-59","White, non-Hispanic","Post grad study/professional degree","$100,000 or more","Metro Area"
615,0.3417482998,"Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No","Yes","No","Female","30-44","White, non-Hispanic","Some college/ associates degree","$30,000 to under $60,000","Metro Area"
616,0.4076045686,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Unsure","Yes","Yes","Yes","Unsure","Yes","Yes","Yes","Male","60+","White, non-Hispanic","Some college/ associates degree","$30,000 to under $60,000","Non-Metro Area"
617,0.7632098072,"Yes","Yes","Yes","Yes","Unsure","Yes","Unsure","Yes","No","Unsure","Unsure","Unsure","No","No","Yes","No","Female","30-44","White, non-Hispanic","Post grad study/professional degree","$100,000 or more","Metro Area"
618,1.1391069146,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Female","30-44","Asian-Pacific Islander, non-Hispanic","Post grad study/professional degree","$100,000 or more","Metro Area"
619,0.5833466767,"No","No","Yes","Yes","No","No","No","No","Yes","No","No","No","No","No","Yes","No","Female","60+","White, non-Hispanic","Some college/ associates degree","Less than $30,000","Non-Metro Area"
620,0.4219514896,"Yes","No","Unsure","Yes","No","No","Yes","No","Yes","Unsure","No","No","Unsure","No","No","No","Male","60+","White, non-Hispanic","Some college/ associates degree","$30,000 to under $60,000","Non-Metro Area"
621,0.3850508525,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","Male","30-44","White, non-Hispanic","Bachelor's degree","$100,000 or more","Metro Area"
622,1.7450766523,"Yes","Unsure","Yes","Yes","No","Yes","Unsure","Unsure","No","Unsure","Unsure","No","No","No","Yes","No","Male","60+","White, non-Hispanic","Bachelor's degree","$30,000 to under $60,000","Metro Area"
623,0.4811723284,"Yes","No","No","Yes","No","No","Yes","No","No","Yes","No","No","Yes","No","Yes","No","Female","30-44","Asian-Pacific Islander, non-Hispanic","Bachelor's degree","$100,000 or more","Metro Area"
624,0.2022634438,"Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","No","Yes","Yes","No","No","Yes","Yes","Female","45-59","White, non-Hispanic","Some college/ associates degree","Less than $30,000","Non-Metro Area"
625,1.2354661007,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","No","Yes","Yes","Yes","Female","60+","White, non-Hispanic","Bachelor's degree","$30,000 to under $60,000","Non-Metro Area"
626,0.2178202035,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Male","45-59","White, non-Hispanic","Bachelor's degree","$100,000 or more","Metro Area"
627,0.2332093749,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Male","30-44","White, non-Hispanic","Some college/ associates degree","Less than $30,000","Metro Area"
628,1.4004207946,"Yes","No","Unsure","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Female","60+","White, non-Hispanic","HS graduate or equivalent","$30,000 to under $60,000","Metro Area"
629,1.3394740197,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Male","45-59","White, non-Hispanic","Bachelor's degree","$100,000 or more","Metro Area"
630,0.4805996575,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Male","45-59","White, non-Hispanic","Some college/ associates degree","$100,000 or more","Metro Area"
631,1.4110922949,"Yes","Yes","Yes","Yes","No","No","No","No","Yes","No","No","No","No","No","Yes","No","Male","30-44","White, non-Hispanic","HS graduate or equivalent","$100,000 or more","Metro Area"
632,0.7943794168,"Yes","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","SKIPPED ON WEB","SKIPPED ON WEB","SKIPPED ON WEB","SKIPPED ON WEB","Male","60+","White, non-Hispanic","HS graduate or equivalent","$100,000 or more","Non-Metro Area"
633,0.7048813634,"Yes","Unsure","Yes","Yes","Unsure","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Unsure","Unsure","Yes","Unsure","Female","45-59","White, non-Hispanic","HS graduate or equivalent","$100,000 or more","Non-Metro Area"
634,1.5647890029,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Unsure","Unsure","Unsure","Unsure","Yes","Yes","Female","45-59","2+, non-Hispanic","Bachelor's degree","$100,000 or more","Metro Area"
635,1.5229691502,"Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","Female","30-44","White, non-Hispanic","HS graduate or equivalent","$60,000 to under $100,000","Metro Area"
636,0.2560866921,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Unsure","Yes","Yes","Unsure","Male","30-44","White, non-Hispanic","Bachelor's degree","$30,000 to under $60,000","Metro Area"
637,0.2052207731,"Yes","No","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","Female","60+","White, non-Hispanic","Some college/ associates degree","$60,000 to under $100,000","Metro Area"
638,1.9669858631,"Yes","Yes","Yes","Yes","Unsure","No","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Yes","Unsure","Female","45-59","White, non-Hispanic","Post grad study/professional degree","$100,000 or more","Metro Area"
639,0.1941390054,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","SKIPPED ON WEB","No","Female","30-44","White, non-Hispanic","Bachelor's degree","$100,000 or more","Metro Area"
640,0.5430431672,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Male","30-44","White, non-Hispanic","Some college/ associates degree","$60,000 to under $100,000","Metro Area"
641,0.24691905,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","Yes","Female","45-59","White, non-Hispanic","Bachelor's degree","Less than $30,000","Non-Metro Area"
642,1.2638156811,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Unsure","Yes","Yes","Yes","Yes","Female","30-44","White, non-Hispanic","Some college/ associates degree","$60,000 to under $100,000","Metro Area"
643,0.969648647,"No","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","No","Yes","No","Yes","Unsure","Female","60+","Asian-Pacific Islander, non-Hispanic","Some college/ associates degree","$100,000 or more","Metro Area"
644,0.3581724582,"Yes","No","Yes","Yes","No","Yes","No","Unsure","No","No","No","No","No","Yes","Yes","No","Male","60+","White, non-Hispanic","Some college/ associates degree","$30,000 to under $60,000","Non-Metro Area"
645,0.9291056213,"Yes","No","Yes","Yes","No","No","Unsure","Unsure","Yes","Unsure","No","No","No","No","Yes","No","Female","60+","White, non-Hispanic","Some college/ associates degree","$60,000 to under $100,000","Metro Area"
646,0.4441527305,"Yes","Yes","Yes","Yes","Unsure","Unsure","Yes","Unsure","No","Yes","Yes","Yes","No","No","Yes","No","Female","30-44","White, non-Hispanic","Post grad study/professional degree","$100,000 or more","Metro Area"
647,0.3317290209,"Yes","Unsure","Yes","Yes","No","Unsure","Yes","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Yes","Unsure","Female","60+","White, non-Hispanic","Some college/ associates degree","$30,000 to under $60,000","Non-Metro Area"
648,1.4394778392,"Yes","Yes","Yes","Yes","Unsure","Yes","Yes","Yes","No","Yes","Unsure","Unsure","No","Yes","Yes","Yes","Male","60+","White, non-Hispanic","Bachelor's degree","$60,000 to under $100,000","Metro Area"
649,0.6065399748,"Yes","Yes","Yes","Yes","No","No","No","Yes","No","Yes","No","No","No","Yes","Yes","No","Female","60+","White, non-Hispanic","Some college/ associates degree","$100,000 or more","Metro Area"
650,0.5454899487,"Yes","No","Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","Yes","No","Female","60+","White, non-Hispanic","Post grad study/professional degree","$30,000 to under $60,000","Metro Area"
651,0.2719720247,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Female","30-44","White, non-Hispanic","Bachelor's degree","$30,000 to under $60,000","Non-Metro Area"
652,0.8186130262,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","No","No","No","Yes","No","Male","45-59","White, non-Hispanic","Some college/ associates degree","$60,000 to under $100,000","Metro Area"
653,2.9711301836,"Yes","Unsure","Yes","Yes","No","No","Yes","Yes","Unsure","Yes","Unsure","Unsure","No","Unsure","Yes","Unsure","Male","60+","White, non-Hispanic","HS graduate or equivalent","$30,000 to under $60,000","Metro Area"
654,1.0666574375,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Female","30-44","White, non-Hispanic","Some college/ associates degree","$60,000 to under $100,000","Metro Area"
655,0.6990656453,"Yes","Yes","Yes","Yes","Unsure","Yes","Unsure","Yes","Yes","Unsure","Unsure","Unsure","Yes","Unsure","Yes","Yes","Male","30-44","White, non-Hispanic","Bachelor's degree","$30,000 to under $60,000","Metro Area"
656,1.7092295174,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Male","60+","White, non-Hispanic","Post grad study/professional degree","$100,000 or more","Non-Metro Area"
657,0.553806627,"Yes","No","Yes","Yes","No","No","Yes","Yes","Yes","No","No","No","No","No","Yes","No","Male","60+","White, non-Hispanic","Some college/ associates degree","$30,000 to under $60,000","Metro Area"
658,0.5727475781,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","SKIPPED ON WEB","SKIPPED ON WEB","SKIPPED ON WEB","SKIPPED ON WEB","Yes","Yes","Yes","Yes","Female","30-44","White, non-Hispanic","Post grad study/professional degree","$100,000 or more","Non-Metro Area"
659,0.884617674,"Yes","Unsure","Yes","Yes","Unsure","Unsure","Unsure","Unsure","No","Yes","No","No","Unsure","No","Yes","Unsure","Female","60+","Asian-Pacific Islander, non-Hispanic","Some college/ associates degree","$30,000 to under $60,000","Metro Area"
660,0.6399666129,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Female","30-44","White, non-Hispanic","Bachelor's degree","$100,000 or more","Metro Area"
661,0.3879321782,"Yes","No","Yes","Yes","No","Unsure","Yes","Yes","Yes","Yes","Yes","Unsure","No","Unsure","Yes","Unsure","Male","60+","White, non-Hispanic","Some college/ associates degree","$30,000 to under $60,000","Metro Area"
662,1.081010063,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No","Yes","No","Female","30-44","White, non-Hispanic","Less than HS","$60,000 to under $100,000","Metro Area"
663,2.702557387,"Yes","Yes","Yes","Yes","Unsure","Unsure","Yes","Yes","Yes","Yes","Yes","Unsure","Unsure","Unsure","Yes","Yes","Female","60+","White, non-Hispanic","Bachelor's degree","Less than $30,000","Metro Area"
664,0.9553842919,"Yes","Yes","Yes","Yes","Unsure","Yes","Yes","Unsure","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Female","45-59","White, non-Hispanic","Bachelor's degree","$100,000 or more","Metro Area"
665,0.4929352612,"Yes","No","Yes","Yes","No","No","Yes","Yes","No","Yes","No","No","No","No","Yes","No","Female","60+","White, non-Hispanic","Bachelor's degree","$100,000 or more","Non-Metro Area"
666,0.7423338085,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Female","45-59","White, non-Hispanic","Some college/ associates degree","$30,000 to under $60,000","Metro Area"
667,0.3986335877,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Unsure","Yes","No","Unsure","Male","30-44","White, non-Hispanic","Some college/ associates degree","Less than $30,000","Non-Metro Area"
668,0.7768254766,"Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Female","30-44","White, non-Hispanic","Post grad study/professional degree","$60,000 to under $100,000","Metro Area"
669,0.186664216,"Yes","No","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","Unsure","Yes","Yes","Yes","No","Female","60+","White, non-Hispanic","Some college/ associates degree","$100,000 or more","Metro Area"
670,0.6334349899,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","Yes","Female","30-44","White, non-Hispanic","Post grad study/professional degree","$100,000 or more","Non-Metro Area"
671,1.6104372591,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Unsure","Yes","Unsure","Female","60+","White, non-Hispanic","Post grad study/professional degree","$100,000 or more","Metro Area"
672,0.3902375971,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","No","No","No","Yes","No","Female","30-44","Other, non-Hispanic","Some college/ associates degree","$60,000 to under $100,000","Metro Area"
673,1.0064731267,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Unsure","Yes","Yes","Unsure","Unsure","Yes","Yes","Yes","Female","60+","White, non-Hispanic","Bachelor's degree","$100,000 or more","Metro Area"
674,2.5814601431,"Yes","No","No","Yes","No","No","Yes","No","Yes","No","No","No","No","No","Yes","No","Female","45-59","White, non-Hispanic","HS graduate or equivalent","Less than $30,000","Metro Area"
675,0.9527969372,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Unsure","Unsure","Yes","Yes","Yes","Male","60+","White, non-Hispanic","Some college/ associates degree","$30,000 to under $60,000","Metro Area"
676,1.007348646,"No","Unsure","Yes","Yes","No","Unsure","No","Unsure","No","Unsure","Unsure","Unsure","No","No","Yes","Unsure","Female","30-44","White, non-Hispanic","Some college/ associates degree","Less than $30,000","Metro Area"
677,0.1872200423,"Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Female","60+","White, non-Hispanic","Some college/ associates degree","$30,000 to under $60,000","Metro Area"
678,1.9086832311,"No","No","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","Yes","No","Male","60+","White, non-Hispanic","HS graduate or equivalent","$60,000 to under $100,000","Metro Area"
679,1.4505765212,"Yes","Yes","Yes","Yes","No","Yes","No","Yes","No","No","No","No","No","No","Yes","Yes","Male","30-44","White, non-Hispanic","HS graduate or equivalent","Less than $30,000","Metro Area"
680,1.2181131938,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","Female","30-44","Asian-Pacific Islander, non-Hispanic","Post grad study/professional degree","$100,000 or more","Metro Area"
681,0.3797874626,"Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","Yes","No","Unsure","No","Yes","Yes","Female","45-59","White, non-Hispanic","Post grad study/professional degree","$30,000 to under $60,000","Metro Area"
682,0.1330881381,"Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Female","30-44","White, non-Hispanic","Post grad study/professional degree","$100,000 or more","Metro Area"
683,1.3434679416,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Male","45-59","White, non-Hispanic","Bachelor's degree","$100,000 or more","Metro Area"
684,1.4761316693,"Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","Female","60+","White, non-Hispanic","Post grad study/professional degree","$60,000 to under $100,000","Non-Metro Area"
685,1.2112870516,"Yes","Unsure","Yes","Yes","No","No","Yes","Unsure","No","No","No","No","No","No","Yes","No","Male","30-44","White, non-Hispanic","HS graduate or equivalent","$30,000 to under $60,000","Non-Metro Area"
686,1.4334649143,"Yes","Yes","Yes","Yes","Unsure","Unsure","Unsure","Unsure","No","Unsure","Unsure","Unsure","Unsure","Unsure","Yes","Unsure","Male","60+","White, non-Hispanic","HS graduate or equivalent","$30,000 to under $60,000","Metro Area"
687,1.0889888819,"No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Male","30-44","White, non-Hispanic","HS graduate or equivalent","Less than $30,000","Metro Area"
688,0.7979943207,"Yes","Yes","Yes","Yes","No","Yes","No","No","No","Yes","No","No","No","No","Yes","No","Male","45-59","White, non-Hispanic","Post grad study/professional degree","$100,000 or more","Metro Area"
689,0.8913396021,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Unsure","Unsure","Yes","No","Yes","Yes","Female","45-59","White, non-Hispanic","Some college/ associates degree","$100,000 or more","Metro Area"
690,0.3296760051,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Unsure","Yes","Yes","Unsure","Unsure","Yes","Yes","Yes","Female","60+","White, non-Hispanic","Some college/ associates degree","$100,000 or more","Metro Area"
691,1.0983152775,"Yes","Yes","Yes","Yes","Unsure","No","Yes","Yes","Unsure","Yes","Yes","Yes","No","Unsure","Yes","Yes","Female","30-44","Asian-Pacific Islander, non-Hispanic","Post grad study/professional degree","$60,000 to under $100,000","Metro Area"
692,1.0268760188,"Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Female","30-44","White, non-Hispanic","HS graduate or equivalent","$30,000 to under $60,000","Metro Area"
693,0.2534036958,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Male","30-44","White, non-Hispanic","Some college/ associates degree","$60,000 to under $100,000","Metro Area"
694,1.4659458213,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Female","60+","White, non-Hispanic","Post grad study/professional degree","$100,000 or more","Metro Area"
695,0.2178534005,"Yes","No","Yes","Yes","No","Yes","No","Yes","No","Yes","No","No","No","No","No","No","Male","60+","White, non-Hispanic","Bachelor's degree","$30,000 to under $60,000","Non-Metro Area"
696,0.9036776893,"Yes","Unsure","Yes","Yes","No","Unsure","Yes","Yes","Yes","Unsure","No","No","Yes","No","Yes","No","Male","30-44","White, non-Hispanic","HS graduate or equivalent","$60,000 to under $100,000","Metro Area"
697,0.6087719998,"Yes","Yes","Yes","Yes","Unsure","Unsure","Yes","Yes","Yes","Yes","Unsure","Unsure","Yes","Yes","Yes","Yes","Male","30-44","White, non-Hispanic","HS graduate or equivalent","$60,000 to under $100,000","Metro Area"
698,0.1533189738,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","No","Yes","Yes","No","Male","45-59","Hispanic","Some college/ associates degree","$30,000 to under $60,000","Metro Area"
699,0.2713715754,"Yes","No","Yes","Yes","No","Yes","No","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Male","30-44","Hispanic","HS graduate or equivalent","$100,000 or more","Metro Area"
700,2.3849152993,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Unsure","Unsure","Yes","Yes","Yes","Yes","Male","18-29","White, non-Hispanic","HS graduate or equivalent","$30,000 to under $60,000","Metro Area"
701,0.7637687376,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Male","30-44","Hispanic","HS graduate or equivalent","Less than $30,000","Metro Area"
702,0.250193646,"Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Male","18-29","Black, non-Hispanic","Some college/ associates degree","$100,000 or more","Metro Area"
703,1.0849078935,"Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","No","No","Unsure","No","Yes","Unsure","Female","30-44","Hispanic","Bachelor's degree","$30,000 to under $60,000","Metro Area"
704,2.7922347041,"Yes","No","Yes","Yes","No","No","No","No","No","Yes","No","No","No","Yes","Yes","No","Male","60+","Hispanic","Some college/ associates degree","$60,000 to under $100,000","Metro Area"
705,0.5652641842,"Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Male","18-29","Black, non-Hispanic","HS graduate or equivalent","$30,000 to under $60,000","Non-Metro Area"
706,0.1843390614,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Unsure","Yes","Yes","Yes","Male","18-29","Black, non-Hispanic","Some college/ associates degree","Less than $30,000","Metro Area"
707,1.6371432715,"Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","No","No","Yes","Yes","Male","18-29","White, non-Hispanic","Some college/ associates degree","Less than $30,000","Metro Area"
708,0.1606400402,"No","No","No","No","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","No","Yes","No","Female","45-59","Hispanic","HS graduate or equivalent","Less than $30,000","Metro Area"
709,0.5563231215,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Female","30-44","Black, non-Hispanic","Some college/ associates degree","Less than $30,000","Metro Area"
710,1.2782756213,"Yes","No","Yes","Yes","No","No","No","Yes","No","No","No","No","Unsure","Yes","SKIPPED ON WEB","SKIPPED ON WEB","Male","18-29","Hispanic","HS graduate or equivalent","Less than $30,000","Metro Area"
711,1.8009019309,"Yes","Yes","No","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes","No","Yes","Yes","Male","18-29","2+, non-Hispanic","Some college/ associates degree","Less than $30,000","Metro Area"
712,1.687974476,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Male","45-59","Hispanic","Bachelor's degree","$60,000 to under $100,000","Metro Area"
713,0.8108240597,"Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No","No","Yes","Yes","Male","45-59","White, non-Hispanic","Bachelor's degree","$100,000 or more","Metro Area"
714,0.4268382576,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Male","18-29","White, non-Hispanic","Bachelor's degree","Less than $30,000","Metro Area"
715,0.1219915869,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Unsure","No","Yes","Unsure","Unsure","No","Yes","Yes","Female","45-59","Black, non-Hispanic","Some college/ associates degree","$30,000 to under $60,000","Metro Area"
716,0.7008848127,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Unsure","Yes","Yes","Female","18-29","White, non-Hispanic","Bachelor's degree","$100,000 or more","Metro Area"
717,0.1788501804,"Yes","Unsure","Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","Yes","No","Female","30-44","Hispanic","Some college/ associates degree","$30,000 to under $60,000","Metro Area"
718,2.6490429976,"Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","Male","18-29","Hispanic","Less than HS","Less than $30,000","Metro Area"
719,1.3583824162,"Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Female","30-44","Hispanic","Some college/ associates degree","$60,000 to under $100,000","Metro Area"
720,0.2285532178,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Male","45-59","Hispanic","Some college/ associates degree","$100,000 or more","Metro Area"
721,0.5171105503,"Yes","Yes","Yes","Yes","Unsure","Yes","Yes","Unsure","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Female","30-44","Black, non-Hispanic","Some college/ associates degree","$30,000 to under $60,000","Metro Area"
722,0.3323023063,"Yes","No","Yes","Yes","No","No","No","Yes","No","Yes","Yes","No","Unsure","No","Yes","No","Female","60+","Hispanic","Some college/ associates degree","Less than $30,000","Metro Area"
723,0.0664612804,"Yes","Yes","Yes","Yes","No","Unsure","Yes","No","Yes","Yes","No","No","No","No","Yes","No","Male","30-44","Hispanic","Some college/ associates degree","$60,000 to under $100,000","Metro Area"
